id,value
BEGIN,
BEGIN.FRONT,
BEGIN.FRONT.HTML,
BEGIN.FRONT.HTML.Syntax,
BEGIN.FRONT.HTML.SEO,
BEGIN.FRONT.CSS,
BEGIN.FRONT.CSS.Web Responsivo,
BEGIN.FRONT.CSS.Pré processadores,
BEGIN.FRONT.CSS.Pré processadores.Sass,
BEGIN.FRONT.CSS.Pré processadores.Less,
BEGIN.FRONT.CSS.Pré processadores.Stylus,
BEGIN.FRONT.CSS.Frameworks,
BEGIN.FRONT.CSS.Frameworks.Fundation,
BEGIN.FRONT.CSS.Frameworks.Bootstrap 3 e 4,
BEGIN.FRONT.CSS.Frameworks.Materialize CSS,
BEGIN.FRONT.CSS.Frameworks.Semantic UI,
BEGIN.FRONT.Javascript,
BEGIN.FRONT.Javascript.ES6,
BEGIN.FRONT.Javascript.Frameworks,
BEGIN.FRONT.Javascript.Frameworks.Angular,
BEGIN.FRONT.Javascript.Frameworks.React,
BEGIN.FRONT.Javascript.Frameworks.Vue,
BEGIN.FRONT.Javascript.Frameworks.EmberJS,
BEGIN.BACK,
BEGIN.DevOps
